RGR,0,[2],0.5444444444444444,0.6777777777777778,0.8111111111111111,90
RGR,1,[2],0.6857142857142857,0.7428571428571429,0.8428571428571429,70
RGR,2,[3],0.7,0.8142857142857143,0.9428571428571428,70
M,0,[2],0.5510204081632653,0.673469387755102,0.8979591836734694,49
M,1,[2],0.5384615384615384,0.6153846153846154,0.9038461538461539,52
M,2,[2],0.6444444444444445,0.7333333333333333,0.8666666666666667,45
XOM,0,[2],0.8,0.8,1.0,5
XOM,1,[2],0.4444444444444444,0.4444444444444444,1.0,9
XOM,2,[2],0.8,0.8,1.0,5
MCR,0,[2],1.0,1.0,1.0,1
MCR,1,[2],0.5,0.5,1.0,2
MCR,2,[2],1.0,1.0,1.0,1
PFL,0,[2],0.7777777777777778,0.8888888888888888,1.0,9
PFL,1,[3],0.6666666666666666,0.8888888888888888,1.0,9
PFL,2,[2],0.5454545454545454,0.7272727272727273,1.0,11
HR,0,[2],0.4583333333333333,0.5416666666666666,0.9166666666666666,24
HR,1,[2],0.47368421052631576,0.631578947368421,0.9473684210526315,19
HR,2,[2],0.5625,0.625,0.875,16
EEQ,0,[1],0.5263157894736842,0.631578947368421,0.7894736842105263,19
EEQ,1,[1],0.75,0.8333333333333334,0.8333333333333334,12
EEQ,2,[2],0.5294117647058824,0.5294117647058824,0.9411764705882353,17
ESL,0,[2],0.46511627906976744,0.6046511627906976,0.8837209302325582,43
ESL,1,[2],0.5227272727272727,0.6136363636363636,0.8636363636363636,44
ESL,2,[2],0.5714285714285714,0.7142857142857143,0.8,35
UMH,0,[2],0.7368421052631579,0.7368421052631579,0.8947368421052632,19
UMH,1,[2],0.5,0.5333333333333333,0.7666666666666667,30
UMH,2,[2],0.8235294117647058,0.8235294117647058,1.0,17
BRO,0,[2],0.8,0.85,0.95,20
BRO,1,[4],0.7619047619047619,0.8095238095238095,1.0,21
BRO,2,[2],0.6153846153846154,0.6923076923076923,0.8846153846153846,26
NEM,0,[2],0.5849056603773585,0.6792452830188679,0.8867924528301887,53
NEM,1,[1],0.6976744186046512,0.8372093023255814,0.9302325581395349,43
NEM,2,[0],0.7073170731707317,0.7560975609756098,0.9024390243902439,41
TPZ,0,[2],0.2,0.2,1.0,5
TPZ,1,[1],1.0,1.0,1.0,1
TPZ,2,[2],0.5,0.5,0.5,2
FRT,0,[1],0.6,0.6666666666666666,0.9666666666666667,30
FRT,1,[2],0.75,0.8333333333333334,0.9583333333333334,24
FRT,2,[3],0.72,0.72,0.96,25
SBH,0,[2],0.6060606060606061,0.696969696969697,0.8484848484848485,33
SBH,1,[2],0.5365853658536586,0.6585365853658537,0.8780487804878049,41
SBH,2,[3],0.6333333333333333,0.8,0.9,30
NEA,0,[2],0.5,0.5,1.0,2
NEA,1,[2],0.5,0.5,1.0,2
NEA,2,[2],0.3333333333333333,0.3333333333333333,1.0,3
WM,0,[2],0.75,0.75,1.0,4
WM,1,[2],0.375,0.625,1.0,8
WM,2,[2],0.5714285714285714,0.5714285714285714,1.0,7
TLP,0,[1],0.5588235294117647,0.6470588235294118,0.8823529411764706,34
TLP,1,[1],0.7241379310344828,0.7241379310344828,0.8620689655172413,29
TLP,2,[2],0.6333333333333333,0.6333333333333333,0.8333333333333334,30
JOF,0,[1],0.4230769230769231,0.5384615384615384,0.9615384615384616,26
JOF,1,[2],0.5454545454545454,0.6818181818181818,1.0,22
JOF,2,[4],0.5238095238095238,0.6666666666666666,0.9523809523809523,21
MZF,0,[2],1.0,1.0,1.0,3
MZF,1,[2],0.75,0.75,0.75,4
MZF,2,[2],1.0,1.0,1.0,3
PCQ,0,[3],0.75,0.75,1.0,4
PCQ,1,[2],1.0,1.0,1.0,3
PCQ,2,[2],0.42857142857142855,0.5714285714285714,1.0,7
WTI,0,[1],0.6129032258064516,0.7634408602150538,0.8064516129032258,93
WTI,1,[3],0.6853932584269663,0.7528089887640449,0.8651685393258427,89
WTI,2,[2],0.6326530612244898,0.7551020408163265,0.826530612244898,98
AET,0,[2],0.4722222222222222,0.5555555555555556,0.8333333333333334,36
AET,1,[2],0.7037037037037037,0.7407407407407407,0.9259259259259259,27
AET,2,[2],0.4864864864864865,0.5945945945945946,0.9459459459459459,37
BKK,0,[2],0.3333333333333333,1.0,1.0,3
BKK,1,[2],0.14285714285714285,0.2857142857142857,1.0,7
BKK,2,[3],0.3333333333333333,0.3333333333333333,1.0,3
GEO,0,[3],0.711864406779661,0.7627118644067796,0.8813559322033898,59
GEO,1,[1],0.6461538461538462,0.7076923076923077,0.9076923076923077,65
GEO,2,[2],0.6949152542372882,0.7457627118644068,0.9152542372881356,59
DE,0,[1],0.43333333333333335,0.5333333333333333,0.9333333333333333,30
DE,1,[0],0.5,0.5769230769230769,0.8846153846153846,26
DE,2,[2],0.52,0.56,0.88,25
IX,0,[2],0.6190476190476191,0.6666666666666666,1.0,21
IX,1,[2],0.52,0.56,0.96,25
IX,2,[2],0.8125,0.8125,1.0,16
IQI,0,[2],1.0,1.0,1.0,3
IQI,1,[2],0.42857142857142855,0.42857142857142855,1.0,7
IQI,2,[2],1.0,1.0,1.0,3
TEI,0,[2],0.4,0.6,1.0,5
TEI,1,[2],0.75,0.75,1.0,4
TEI,2,[4],0.18181818181818182,0.2727272727272727,1.0,11
MWA,0,[1],0.7123287671232876,0.7808219178082192,0.9178082191780822,73
MWA,1,[1],0.7384615384615385,0.7538461538461538,0.8615384615384616,65
MWA,2,[2],0.7313432835820896,0.746268656716418,0.9253731343283582,67
D,0,[2],1.0,1.0,1.0,5
D,1,[2],0.625,0.625,1.0,8
D,2,[2],0.625,0.625,1.0,8
NCA,0,[2],0.6666666666666666,0.6666666666666666,1.0,3
NCA,1,[2],1.0,1.0,1.0,2
NCA,2,[2],1.0,1.0,1.0,2
SCCO,0,[3],0.6071428571428571,0.6785714285714286,0.9107142857142857,56
SCCO,1,[2],0.7560975609756098,0.8048780487804879,1.0,41
SCCO,2,[2],0.5151515151515151,0.7575757575757576,0.8939393939393939,66
