WTI,0,[4],0.5617977528089888,0.651685393258427,0.7528089887640449
WTI,1,[4],0.5319148936170213,0.6170212765957447,0.776595744680851
WTI,2,[3],0.625,0.7272727272727273,0.8409090909090909
CVI,0,[4],0.6440677966101694,0.7457627118644068,0.847457627118644
CVI,1,[3],0.5588235294117647,0.7794117647058824,0.9117647058823529
CVI,2,[3],0.6417910447761194,0.746268656716418,0.8955223880597015
HIL,0,[3],0.543859649122807,0.5964912280701754,0.7894736842105263
HIL,1,[2],0.6031746031746031,0.7142857142857143,0.8888888888888888
HIL,2,[2],0.484375,0.5625,0.75
REN,0,[4],0.6349206349206349,0.6825396825396826,0.7777777777777778
REN,1,[2],0.639344262295082,0.6721311475409836,0.7868852459016393
REN,2,[3],0.6666666666666666,0.7037037037037037,0.8888888888888888
CLF,0,[3],0.656,0.712,0.888
CLF,1,[2],0.5723684210526315,0.6447368421052632,0.8157894736842105
CLF,2,[2],0.5974025974025974,0.6493506493506493,0.7987012987012987
EDN,0,[1],0.6164383561643836,0.726027397260274,0.8767123287671232
EDN,1,[2],0.5357142857142857,0.6309523809523809,0.8095238095238095
EDN,2,[1],0.6962025316455697,0.7341772151898734,0.8607594936708861
LL,0,[1],0.5733333333333334,0.72,0.7733333333333333
LL,1,[3],0.5909090909090909,0.6666666666666666,0.8484848484848485
LL,2,[0],0.5882352941176471,0.7205882352941176,0.8529411764705882
UAL,0,[4],0.6545454545454545,0.7272727272727273,0.8727272727272727
UAL,1,[0],0.5285714285714286,0.6571428571428571,0.9
UAL,2,[2],0.44871794871794873,0.6025641025641025,0.8076923076923077
CRK,0,[3],0.5892857142857143,0.625,0.8214285714285714
CRK,1,[3],0.6106194690265486,0.6637168141592921,0.8495575221238938
CRK,2,[1],0.5849056603773585,0.6698113207547169,0.839622641509434
ORN,0,[3],0.6545454545454545,0.7272727272727273,0.8363636363636363
ORN,1,[0],0.6379310344827587,0.7241379310344828,0.8275862068965517
ORN,2,[1],0.5538461538461539,0.6461538461538462,0.8615384615384616
BPI,0,[2],0.5625,0.7083333333333334,0.75
BPI,1,[3],0.6521739130434783,0.7391304347826086,0.8913043478260869
BPI,2,[2],0.6,0.7111111111111111,0.8444444444444444
CLR,0,[1],0.5441176470588235,0.6470588235294118,0.8970588235294118
CLR,1,[0],0.7115384615384616,0.7307692307692307,0.8653846153846154
CLR,2,[0],0.6,0.6461538461538462,0.7692307692307693
HPR,0,[0],0.618421052631579,0.6710526315789473,0.8289473684210527
HPR,1,[3],0.6111111111111112,0.6805555555555556,0.8055555555555556
HPR,2,[4],0.6710526315789473,0.6973684210526315,0.8947368421052632
PRO,0,[1],0.5660377358490566,0.660377358490566,0.8679245283018868
PRO,1,[2],0.54,0.74,0.84
PRO,2,[2],0.4915254237288136,0.6271186440677966,0.847457627118644
VG,0,[3],0.6236559139784946,0.6989247311827957,0.8387096774193549
VG,1,[3],0.6391752577319587,0.6804123711340206,0.8144329896907216
VG,2,[4],0.6631578947368421,0.7263157894736842,0.8421052631578947
FSM,0,[3],0.6029411764705882,0.6764705882352942,0.8529411764705882
FSM,1,[2],0.6349206349206349,0.6825396825396826,0.8412698412698413
FSM,2,[1],0.6060606060606061,0.696969696969697,0.8484848484848485
CAI,0,[3],0.5283018867924528,0.6415094339622641,0.8490566037735849
CAI,1,[2],0.5882352941176471,0.6666666666666666,0.8431372549019608
CAI,2,[1],0.7,0.84,0.96
TROX,0,[2],0.5098039215686274,0.5686274509803921,0.803921568627451
TROX,1,[1],0.6341463414634146,0.6585365853658537,0.8536585365853658
TROX,2,[2],0.7368421052631579,0.7894736842105263,0.8421052631578947
OAS,0,[0],0.6304347826086957,0.717391304347826,0.9130434782608695
OAS,1,[1],0.6181818181818182,0.7272727272727273,0.8181818181818182
OAS,2,[3],0.6808510638297872,0.7872340425531915,0.9148936170212766
GFA,0,[3],0.6282051282051282,0.7307692307692307,0.8076923076923077
GFA,1,[3],0.5833333333333334,0.6666666666666666,0.7857142857142857
GFA,2,[3],0.5444444444444444,0.6333333333333333,0.7444444444444445
BAS,0,[2],0.6521739130434783,0.7391304347826086,0.8152173913043478
BAS,1,[0],0.6436781609195402,0.7701149425287356,0.8275862068965517
BAS,2,[2],0.6288659793814433,0.7525773195876289,0.8556701030927835
VRS,0,[2],0,0,0
VRS,1,[2],0,0,0
VRS,2,[2],0,0,0
PGTI,0,[2],0.5970149253731343,0.6865671641791045,0.7910447761194029
PGTI,1,[4],0.6129032258064516,0.6774193548387096,0.8387096774193549
PGTI,2,[4],0.6349206349206349,0.7777777777777778,0.873015873015873
DL,0,[4],0.6833333333333333,0.7666666666666667,0.9333333333333333
DL,1,[2],0.7017543859649122,0.7543859649122807,0.8947368421052632
DL,2,[2],0.6607142857142857,0.7321428571428571,0.9107142857142857
CALX,0,[2],0.5945945945945946,0.6216216216216216,0.7567567567567568
CALX,1,[3],0.6111111111111112,0.6388888888888888,0.8333333333333334
CALX,2,[2],0.5641025641025641,0.6923076923076923,0.7948717948717948
ATV,0,[2],0.6129032258064516,0.6559139784946236,0.8064516129032258
ATV,1,[2],0.625,0.7,0.8625
ATV,2,[3],0.6883116883116883,0.8051948051948052,0.8571428571428571
CPE,0,[0],0.5447154471544715,0.6178861788617886,0.7804878048780488
CPE,1,[4],0.5546218487394958,0.6722689075630253,0.8319327731092437
CPE,2,[4],0.5739130434782609,0.6521739130434783,0.7739130434782608
IO,0,[3],0.6086956521739131,0.6521739130434783,0.7739130434782608
IO,1,[3],0.5503875968992248,0.5813953488372093,0.7596899224806202
IO,2,[1],0.628099173553719,0.6942148760330579,0.8099173553719008
PZN,0,[1],0.546875,0.578125,0.75
PZN,1,[2],0.59375,0.671875,0.859375
PZN,2,[3],0.5396825396825397,0.6031746031746031,0.7777777777777778
NOA,0,[4],0.6666666666666666,0.7241379310344828,0.8505747126436781
NOA,1,[2],0.5473684210526316,0.6842105263157895,0.8105263157894737
NOA,2,[2],0.5346534653465347,0.6534653465346535,0.8217821782178217
HBM,0,[1],0.627906976744186,0.6976744186046512,0.9069767441860465
HBM,1,[1],0.574468085106383,0.6382978723404256,0.851063829787234
HBM,2,[1],0.5869565217391305,0.5869565217391305,0.8260869565217391
LBRT,0,[4],0.24282560706401765,0.3598233995584989,0.6181015452538632
LBRT,1,[4],0.24282560706401765,0.3598233995584989,0.6181015452538632
LBRT,2,[2],0,0,0
DDD,0,[2],0.6201550387596899,0.7286821705426356,0.8837209302325582
DDD,1,[2],0.632,0.696,0.848
DDD,2,[4],0.6693548387096774,0.7580645161290323,0.8709677419354839
TREC,0,[2],0.7818181818181819,0.8,0.9272727272727272
TREC,1,[2],0.7636363636363637,0.7636363636363637,0.9090909090909091
TREC,2,[2],0.5833333333333334,0.6805555555555556,0.7361111111111112
CDE,0,[0],0.6285714285714286,0.6952380952380952,0.8571428571428571
CDE,1,[0],0.6086956521739131,0.6869565217391305,0.8260869565217391
CDE,2,[4],0.7142857142857143,0.7857142857142857,0.8690476190476191
MXL,0,[2],0.65,0.725,0.925
MXL,1,[3],0.7894736842105263,0.8947368421052632,0.9736842105263158
MXL,2,[2],0.6428571428571429,0.7380952380952381,0.9047619047619048
CRD.B,0,[4],0.5693430656934306,0.656934306569343,0.781021897810219
CRD.B,1,[0],0.576,0.648,0.864
CRD.B,2,[4],0.6090225563909775,0.6992481203007519,0.8270676691729323
XIN,0,[2],0.6428571428571429,0.7428571428571429,0.9
XIN,1,[3],0.6285714285714286,0.7,0.8714285714285714
XIN,2,[2],0.6125,0.7,0.8125
QEP,0,[2],0.65625,0.78125,0.875
QEP,1,[3],0.5384615384615384,0.5897435897435898,0.7948717948717948
QEP,2,[3],0.5853658536585366,0.6341463414634146,0.8048780487804879
ESTE,0,[3],0.673469387755102,0.7551020408163265,0.9183673469387755
ESTE,1,[3],0.6481481481481481,0.6666666666666666,0.8148148148148148
ESTE,2,[2],0.6415094339622641,0.6792452830188679,0.8301886792452831
EGHT,0,[0],0.5384615384615384,0.6538461538461539,0.8173076923076923
EGHT,1,[2],0.5350877192982456,0.631578947368421,0.7807017543859649
EGHT,2,[4],0.6179775280898876,0.7303370786516854,0.8651685393258427
TECK,0,[0],0.5373134328358209,0.6567164179104478,0.7910447761194029
TECK,1,[0],0.5588235294117647,0.7794117647058824,0.8823529411764706
TECK,2,[2],0.5507246376811594,0.6666666666666666,0.7971014492753623
AG,0,[1],0.8,0.8363636363636363,0.9090909090909091
AG,1,[3],0.6935483870967742,0.7258064516129032,0.8709677419354839
AG,2,[3],0.7090909090909091,0.7454545454545455,0.8727272727272727
HTZ,0,[2],0.6,0.7058823529411765,0.8588235294117647
HTZ,1,[1],0.6136363636363636,0.7386363636363636,0.8295454545454546
HTZ,2,[3],0.6419753086419753,0.8024691358024691,0.9135802469135802
AGI,0,[2],0.7272727272727273,0.7636363636363637,0.9454545454545454
AGI,1,[4],0.8148148148148148,0.8518518518518519,0.9629629629629629
AGI,2,[2],0.6785714285714286,0.6785714285714286,0.8392857142857143
BXC,0,[3],0.5769230769230769,0.6634615384615384,0.8269230769230769
BXC,1,[2],0.5701754385964912,0.6666666666666666,0.7894736842105263
BXC,2,[0],0.5619047619047619,0.638095238095238,0.780952380952381
GOL,0,[1],0.6190476190476191,0.6952380952380952,0.8666666666666667
GOL,1,[3],0.5909090909090909,0.6636363636363637,0.7636363636363637
GOL,2,[1],0.6363636363636364,0.7171717171717171,0.8383838383838383
FN,0,[2],0.7666666666666667,0.7666666666666667,1.0
FN,1,[1],0.6764705882352942,0.7352941176470589,0.8823529411764706
FN,2,[1],0.6285714285714286,0.6857142857142857,0.9714285714285714
LAC,0,[0],0.5411764705882353,0.6,0.7529411764705882
LAC,1,[1],0.5972222222222222,0.6388888888888888,0.7638888888888888
LAC,2,[2],0.5897435897435898,0.6538461538461539,0.7435897435897436
JKS,0,[0],0.5875,0.6375,0.75
JKS,1,[1],0.6301369863013698,0.6575342465753424,0.726027397260274
JKS,2,[1],0.6142857142857143,0.6714285714285714,0.8428571428571429
