AGO,0,[3],0.5310077519379846,0.5852713178294574,0.8255813953488372,258
AGO,1,[1],0.5787234042553191,0.6680851063829787,0.8595744680851064,235
AGO,2,[1],0.6385542168674698,0.7188755020080321,0.9357429718875502,249
AGO,3,[2],0.5778688524590164,0.6844262295081968,0.9057377049180327,244
AGO,4,[1],0.6213592233009708,0.6796116504854369,0.8737864077669902,206
AGO,5,[0],0.5686274509803921,0.6470588235294118,0.8872549019607843,204
AGO,6,[3],0.5888324873096447,0.6954314720812182,0.8426395939086294,197
AGO,7,[2],0.576036866359447,0.6728110599078341,0.8663594470046083,217
AGO,8,[0],0.6039215686274509,0.6901960784313725,0.8980392156862745,255
AGO,9,[1],0.6892655367231638,0.7401129943502824,0.9152542372881356,177
AGO,10,[2],0.5138339920948617,0.6482213438735178,0.8853754940711462,253
AGO,11,[2],0.5769230769230769,0.6538461538461539,0.8974358974358975,234
AGO,12,[1],0.6804733727810651,0.7337278106508875,0.9053254437869822,169
AGO,13,[4],0.5458937198067633,0.6714975845410628,0.8695652173913043,207
AGO,14,[2],0.6,0.7106382978723405,0.9148936170212766,235
AGO,15,[1],0.6053811659192825,0.672645739910314,0.8385650224215246,223
AGO,16,[2],0.4740061162079511,0.5902140672782875,0.8837920489296636,327
AGO,17,[2],0.5720720720720721,0.6621621621621622,0.8738738738738738,222
AGO,18,[2],0.6132075471698113,0.6650943396226415,0.8773584905660378,212
AGO,19,[2],0.572,0.672,0.86,250
AGO,20,[3],0.663594470046083,0.728110599078341,0.8986175115207373,217
AGO,21,[1],0.6229508196721312,0.6885245901639344,0.819672131147541,244
AGO,22,[2],0.643979057591623,0.7015706806282722,0.8795811518324608,191
AGO,23,[2],0.5655430711610487,0.6629213483146067,0.8801498127340824,267
AGO,24,[1],0.6090225563909775,0.6879699248120301,0.8909774436090225,266
AGO,25,[3],0.5725190839694656,0.683206106870229,0.8664122137404581,262
AGO,26,[4],0.6565656565656566,0.7323232323232324,0.8888888888888888,198
AGO,27,[1],0.6142131979695431,0.7055837563451777,0.8984771573604061,197
AGO,28,[3],0.67,0.715,0.88,200
AGO,29,[0],0.6519607843137255,0.7058823529411765,0.8872549019607843,204
