Scode,itercount,acc_test,val,margin,period
VRS,2,0.45714286,[19],8,1
VRS,3,0.60714287,[19],8,1
VRS,4,0.3595238,[19],8,1
PGTI,0,0.46779662,[19],8,1
PGTI,1,0.55762714,[19],8,1
PGTI,2,0.49491525,[19],8,1
PGTI,3,0.56271183,[19],8,1
PGTI,4,0.5016949,[19],8,1
DL,0,0.51340204,[19],8,1
DL,1,0.68041235,[19],8,1
DL,2,0.585567,[19],8,1
DL,3,0.5587629,[19],8,1
DL,4,0.61649483,[19],8,1
CALX,0,0.6119403,[19],8,1
CALX,1,0.66169155,[19],8,1
CALX,2,0.6268657,[19],8,1
CALX,3,0.6890547,[19],8,1
CALX,4,0.64179105,[19],8,1
ATV,0,0.45437956,[19],8,1
ATV,1,0.52372265,[19],8,1
ATV,2,0.41788322,[19],8,1
ATV,3,0.5182482,[19],8,1
ATV,4,0.55839413,[19],8,1
CPE,0,0.4155019,[19],8,1
CPE,1,0.43837357,[19],8,1
CPE,2,0.46632782,[19],8,1
CPE,3,0.47013977,[19],8,1
CPE,4,0.3494282,[19],8,1
IO,0,0.5184244,[19],8,1
IO,1,0.5743329,[19],8,1
IO,2,0.53621346,[19],8,1
IO,3,0.46505716,[19],8,1
IO,4,0.52477765,[19],8,1
PZN,0,0.6660305,[19],8,1
PZN,1,0.6832061,[19],8,1
PZN,2,0.63740456,[19],8,1
PZN,3,0.6259542,[19],8,1
PZN,4,0.5763359,[19],8,1
NOA,0,0.6421053,[19],8,1
NOA,1,0.50877196,[19],8,1
NOA,2,0.6035088,[19],8,1
NOA,3,0.5964912,[19],8,1
NOA,4,0.55263156,[19],8,1
HBM,0,0.5902439,[19],8,1
HBM,1,0.57560974,[19],8,1
HBM,2,0.56341463,[19],8,1
HBM,3,0.47317073,[19],8,1
HBM,4,0.52926826,[19],8,1
LBRT,0,0.42197803,[19],8,1
LBRT,1,0.3846154,[19],8,1
LBRT,2,0.31868133,[19],8,1
LBRT,3,0.50769234,[19],8,1
LBRT,4,0.4087912,[19],8,1
DDD,0,0.4498094,[19],8,1
DDD,1,0.30622616,[19],8,1
DDD,2,0.3939009,[19],8,1
DDD,3,0.43837357,[19],8,1
DDD,4,0.43456164,[19],8,1
TREC,0,0.6477495,[19],8,1
TREC,1,0.6497065,[19],8,1
TREC,2,0.70254403,[19],8,1
TREC,3,0.70254403,[19],8,1
TREC,4,0.6046967,[19],8,1
CDE,0,0.5133418,[19],8,1
CDE,1,0.5044473,[19],8,1
CDE,2,0.41677254,[19],8,1
CDE,3,0.4917408,[19],8,1
CDE,4,0.4917408,[19],8,1
MXL,0,0.6840796,[19],8,1
MXL,1,0.5074627,[19],8,1
MXL,2,0.619403,[19],8,1
MXL,3,0.579602,[19],8,1
MXL,4,0.6442786,[19],8,1
CRD.B,0,0.5425667,[19],8,1
CRD.B,1,0.55019057,[19],8,1
CRD.B,2,0.53367215,[19],8,1
CRD.B,3,0.5578145,[19],8,1
CRD.B,4,0.5844981,[19],8,1
XIN,0,0.5686654,[19],8,1
XIN,1,0.54352033,[19],8,1
XIN,2,0.59961313,[19],8,1
XIN,3,0.54545456,[19],8,1
XIN,4,0.59961313,[19],8,1
QEP,0,0.6426735,[19],8,1
QEP,1,0.71465296,[19],8,1
QEP,2,0.7017995,[19],8,1
QEP,3,0.3958869,[19],8,1
QEP,4,0.6426735,[19],8,1
ESTE,0,0.6136919,[19],8,1
ESTE,1,0.63080686,[19],8,1
ESTE,2,0.6210269,[19],8,1
ESTE,3,0.64547676,[19],8,1
ESTE,4,0.6136919,[19],8,1
EGHT,0,0.45743328,[19],8,1
EGHT,1,0.5069886,[19],8,1
EGHT,2,0.57052094,[19],8,1
EGHT,3,0.4371029,[19],8,1
EGHT,4,0.46124524,[19],8,1
TECK,0,0.5949153,[19],8,1
TECK,1,0.6,[19],8,1
TECK,2,0.5898305,[19],8,1
TECK,3,0.579661,[19],8,1
TECK,4,0.3677966,[19],8,1
AG,0,0.57560974,[19],8,1
AG,1,0.5902439,[19],8,1
AG,2,0.56585366,[19],8,1
AG,3,0.5463415,[19],8,1
AG,4,0.4804878,[19],8,1
HTZ,0,0.5849387,[19],8,1
HTZ,1,0.5446585,[19],8,1
HTZ,2,0.5271454,[19],8,1
HTZ,3,0.57968473,[19],8,1
HTZ,4,0.31348512,[19],8,1
AGI,0,0.43658537,[19],8,1
AGI,1,0.5487805,[19],8,1
AGI,2,0.42195123,[19],8,1
AGI,3,0.44634145,[19],8,1
AGI,4,0.4804878,[19],8,1
BXC,0,0.46706587,[19],8,1
BXC,1,0.505988,[19],8,1
BXC,2,0.53443116,[19],8,1
BXC,3,0.38922155,[19],8,1
BXC,4,0.36676645,[19],8,1
GOL,0,0.59393066,[19],8,1
GOL,1,0.61849713,[19],8,1
GOL,2,0.5693642,[19],8,1
GOL,3,0.48121387,[19],8,1
GOL,4,0.5895954,[19],8,1
FN,0,0.6863753,[19],8,1
FN,1,0.5861183,[19],8,1
FN,2,0.655527,[19],8,1
FN,3,0.6863753,[19],8,1
FN,4,0.6940874,[19],8,1
LAC,0,0.48536587,[19],8,1
LAC,1,0.39268294,[19],8,1
LAC,2,0.4902439,[19],8,1
LAC,3,0.5829268,[19],8,1
LAC,4,0.52926826,[19],8,1
JKS,0,0.61012655,[19],8,1
JKS,1,0.5873418,[19],8,1
JKS,2,0.62531644,[19],8,1
JKS,3,0.5417721,[19],8,1
JKS,4,0.4506329,[19],8,1
WTI,0,0.6676737,[20],8,1
WTI,1,0.66314197,[20],8,1
WTI,2,0.66012084,[20],8,1
WTI,3,0.6450151,[20],8,1
WTI,4,0.66616315,[20],8,1
CVI,0,0.65267175,[20],8,1
CVI,1,0.6603053,[20],8,1
CVI,2,0.64694655,[20],8,1
CVI,3,0.6450382,[20],8,1
CVI,4,0.65839696,[20],8,1
HIL,0,0.6762712,[20],8,1
HIL,1,0.68813556,[20],8,1
HIL,2,0.68135595,[20],8,1
HIL,3,0.67118645,[20],8,1
HIL,4,0.6661017,[20],8,1
REN,0,0.6323185,[20],8,1
REN,1,0.6252927,[20],8,1
REN,2,0.6299766,[20],8,1
REN,3,0.6533958,[20],8,1
REN,4,0.6206089,[20],8,1
CLF,0,0.6454892,[20],8,1
CLF,1,0.660737,[20],8,1
CLF,2,0.64421856,[20],8,1
CLF,3,0.6543837,[20],8,1
CLF,4,0.6454892,[20],8,1
EDN,0,0.6502732,[20],8,1
EDN,1,0.64845175,[20],8,1
EDN,2,0.6520947,[20],8,1
EDN,3,0.6466302,[20],8,1
EDN,4,0.6557377,[20],8,1
LL,0,0.65451056,[20],8,1
LL,1,0.6449136,[20],8,1
LL,2,0.65451056,[20],8,1
LL,3,0.63915545,[20],8,1
LL,4,0.6487524,[20],8,1
UAL,0,0.65957445,[20],8,1
UAL,1,0.67266774,[20],8,1
UAL,2,0.66775775,[20],8,1
UAL,3,0.65139115,[20],8,1
UAL,4,0.65466446,[20],8,1
CRK,0,0.6493012,[20],8,1
CRK,1,0.64421856,[20],8,1
CRK,2,0.64675987,[20],8,1
CRK,3,0.660737,[20],8,1
CRK,4,0.63659465,[20],8,1
ORN,0,0.6744186,[20],8,1
ORN,1,0.6744186,[20],8,1
ORN,2,0.6666667,[20],8,1
ORN,3,0.68798447,[20],8,1
ORN,4,0.6627907,[20],8,1
BPI,0,0.68666667,[20],8,1
BPI,1,0.6844444,[20],8,1
BPI,2,0.66,[20],8,1
BPI,3,0.7022222,[20],8,1
BPI,4,0.6888889,[20],8,1
CLR,0,0.6923077,[20],8,1
CLR,1,0.6831502,[20],8,1
CLR,2,0.6739927,[20],8,1
CLR,3,0.6886447,[20],8,1
CLR,4,0.67948717,[20],8,1
HPR,0,0.6736527,[20],8,1
HPR,1,0.67814374,[20],8,1
HPR,2,0.6736527,[20],8,1
HPR,3,0.68712574,[20],8,1
HPR,4,0.66467065,[20],8,1
PRO,0,0.6388889,[20],8,1
PRO,1,0.64074075,[20],8,1
PRO,2,0.65185183,[20],8,1
PRO,3,0.6351852,[20],8,1
PRO,4,0.6351852,[20],8,1
VG,0,0.6739496,[20],8,1
VG,1,0.6739496,[20],8,1
VG,2,0.6857143,[20],8,1
VG,3,0.6756303,[20],8,1
VG,4,0.6184874,[20],8,1
FSM,0,0.6536585,[20],8,1
FSM,1,0.6682927,[20],8,1
FSM,2,0.6878049,[20],8,1
FSM,3,0.67317075,[20],8,1
FSM,4,0.68292683,[20],8,1
CAI,0,0.66117215,[20],8,1
CAI,1,0.6868132,[20],8,1
CAI,2,0.6978022,[20],8,1
CAI,3,0.6703297,[20],8,1
CAI,4,0.6739927,[20],8,1
TROX,0,0.6682927,[20],8,1
TROX,1,0.65609753,[20],8,1
TROX,2,0.6804878,[20],8,1
TROX,3,0.6878049,[20],8,1
TROX,4,0.67317075,[20],8,1
OAS,0,0.7007673,[20],8,1
OAS,1,0.67774934,[20],8,1
OAS,2,0.6624041,[20],8,1
OAS,3,0.6879795,[20],8,1
OAS,4,0.6803069,[20],8,1
GFA,0,0.6738739,[20],8,1
GFA,1,0.6666667,[20],8,1
GFA,2,0.65045047,[20],8,1
GFA,3,0.68108106,[20],8,1
GFA,4,0.67027026,[20],8,1
BAS,0,0.6326861,[20],8,1
BAS,1,0.6359223,[20],8,1
BAS,2,0.6213592,[20],8,1
BAS,3,0.64239484,[20],8,1
BAS,4,0.64724916,[20],8,1
VRS,0,0.63809526,[20],8,1
VRS,1,0.6452381,[20],8,1
VRS,2,0.6333333,[20],8,1
VRS,3,0.6452381,[20],8,1
VRS,4,0.62857145,[20],8,1
PGTI,0,0.60169494,[20],8,1
PGTI,1,0.620339,[20],8,1
PGTI,2,0.64576274,[20],8,1
PGTI,3,0.62881356,[20],8,1
PGTI,4,0.6423729,[20],8,1
DL,0,0.6886598,[20],8,1
DL,1,0.7072165,[20],8,1
DL,2,0.6969072,[20],8,1
DL,3,0.69278353,[20],8,1
DL,4,0.6948454,[20],8,1
CALX,0,0.6840796,[20],8,1
CALX,1,0.6965174,[20],8,1
CALX,2,0.67412937,[20],8,1
CALX,3,0.6865672,[20],8,1
CALX,4,0.67164177,[20],8,1
ATV,0,0.6478102,[20],8,1
ATV,1,0.6660584,[20],8,1
ATV,2,0.66423357,[20],8,1
ATV,3,0.649635,[20],8,1
ATV,4,0.640511,[20],8,1
CPE,0,0.5959339,[20],8,1
CPE,1,0.635324,[20],8,1
CPE,2,0.6404066,[20],8,1
CPE,3,0.63405335,[20],8,1
CPE,4,0.6378653,[20],8,1
IO,0,0.6632783,[20],8,1
IO,1,0.6581957,[20],8,1
IO,2,0.66454893,[20],8,1
IO,3,0.66454893,[20],8,1
IO,4,0.66200763,[20],8,1
PZN,0,0.6736641,[20],8,1
PZN,1,0.66221374,[20],8,1
PZN,2,0.6755725,[20],8,1
PZN,3,0.648855,[20],8,1
PZN,4,0.6660305,[20],8,1
NOA,0,0.63684213,[20],8,1
NOA,1,0.6649123,[20],8,1
NOA,2,0.65789473,[20],8,1
NOA,3,0.65789473,[20],8,1
NOA,4,0.6561403,[20],8,1
HBM,0,0.69512194,[20],8,1
HBM,1,0.68536586,[20],8,1
HBM,2,0.6878049,[20],8,1
HBM,3,0.6658537,[20],8,1
HBM,4,0.68536586,[20],8,1
LBRT,0,0.25054947,[20],8,1
LBRT,1,0.25054947,[20],8,1
LBRT,2,0.25054947,[20],8,1
LBRT,3,0.25054947,[20],8,1
LBRT,4,0.25054947,[20],8,1
DDD,0,0.64421856,[20],8,1
DDD,1,0.6429479,[20],8,1
DDD,2,0.6327827,[20],8,1
DDD,3,0.62515885,[20],8,1
DDD,4,0.62261754,[20],8,1
TREC,0,0.63013697,[20],8,1
TREC,1,0.62818,[20],8,1
TREC,2,0.6183953,[20],8,1
TREC,3,0.6340509,[20],8,1
TREC,4,0.64579254,[20],8,1
CDE,0,0.63405335,[20],8,1
CDE,1,0.6429479,[20],8,1
CDE,2,0.6378653,[20],8,1
CDE,3,0.63913596,[20],8,1
CDE,4,0.6493012,[20],8,1
MXL,0,0.6890547,[20],8,1
MXL,1,0.6766169,[20],8,1
MXL,2,0.6791045,[20],8,1
MXL,3,0.69154227,[20],8,1
MXL,4,0.6766169,[20],8,1
CRD.B,0,0.6162643,[20],8,1
CRD.B,1,0.6213469,[20],8,1
CRD.B,2,0.6238882,[20],8,1
CRD.B,3,0.6327827,[20],8,1
CRD.B,4,0.63405335,[20],8,1
XIN,0,0.6344294,[20],8,1
XIN,1,0.59381044,[20],8,1
XIN,2,0.6112186,[20],8,1
XIN,3,0.60348165,[20],8,1
XIN,4,0.6112186,[20],8,1
QEP,0,0.6401028,[20],8,1
QEP,1,0.6478149,[20],8,1
QEP,2,0.6401028,[20],8,1
QEP,3,0.6503856,[20],8,1
QEP,4,0.62982005,[20],8,1
ESTE,0,0.6797066,[20],8,1
ESTE,1,0.6968215,[20],8,1
ESTE,2,0.6992665,[20],8,1
ESTE,3,0.6992665,[20],8,1
ESTE,4,0.6943765,[20],8,1
EGHT,0,0.6429479,[20],8,1
EGHT,1,0.64675987,[20],8,1
EGHT,2,0.635324,[20],8,1
EGHT,3,0.6404066,[20],8,1
EGHT,4,0.6581957,[20],8,1
TECK,0,0.6644068,[20],8,1
TECK,1,0.6779661,[20],8,1
TECK,2,0.66271186,[20],8,1
TECK,3,0.6644068,[20],8,1
TECK,4,0.6745763,[20],8,1
AG,0,0.60243905,[20],8,1
AG,1,0.6073171,[20],8,1
AG,2,0.6097561,[20],8,1
AG,3,0.61219513,[20],8,1
AG,4,0.61219513,[20],8,1
HTZ,0,0.67950964,[20],8,1
HTZ,1,0.67425567,[20],8,1
HTZ,2,0.6619965,[20],8,1
HTZ,3,0.67250437,[20],8,1
HTZ,4,0.6865149,[20],8,1
AGI,0,0.66341466,[20],8,1
AGI,1,0.64634144,[20],8,1
AGI,2,0.6414634,[20],8,1
AGI,3,0.6439024,[20],8,1
AGI,4,0.6170732,[20],8,1
BXC,0,0.6257485,[20],8,1
BXC,1,0.6092814,[20],8,1
BXC,2,0.6017964,[20],8,1
BXC,3,0.61077845,[20],8,1
BXC,4,0.6152695,[20],8,1
GOL,0,0.65751445,[20],8,1
GOL,1,0.65317917,[20],8,1
GOL,2,0.6632948,[20],8,1
GOL,3,0.66184974,[20],8,1
GOL,4,0.6748555,[20],8,1
FN,0,0.68380463,[20],8,1
FN,1,0.688946,[20],8,1
FN,2,0.6915167,[20],8,1
FN,3,0.6735219,[20],8,1
FN,4,0.6863753,[20],8,1
LAC,0,0.66097564,[20],8,1
LAC,1,0.6707317,[20],8,1
LAC,2,0.6682927,[20],8,1
LAC,3,0.6707317,[20],8,1
LAC,4,0.6682927,[20],8,1
JKS,0,0.62531644,[20],8,1
JKS,1,0.62531644,[20],8,1
JKS,2,0.6556962,[20],8,1
JKS,3,0.6329114,[20],8,1
JKS,4,0.63037974,[20],8,1
WTI,0,0.521148,[21],8,1
WTI,1,0.5181269,[21],8,1
WTI,2,0.46223566,[21],8,1
WTI,3,0.4879154,[21],8,1
WTI,4,0.45619336,[21],8,1
CVI,0,0.33396947,[21],8,1
CVI,1,0.40076336,[21],8,1
CVI,2,0.33969465,[21],8,1
CVI,3,0.3778626,[21],8,1
CVI,4,0.51717556,[21],8,1
HIL,0,0.31694916,[21],8,1
HIL,1,0.34745762,[21],8,1
HIL,2,0.37457627,[21],8,1
HIL,3,0.32711864,[21],8,1
HIL,4,0.31694916,[21],8,1
REN,0,0.34894612,[21],8,1
REN,1,0.54332554,[21],8,1
REN,2,0.5784543,[21],8,1
REN,3,0.43559718,[21],8,1
REN,4,0.34660423,[21],8,1
CLF,0,0.386277,[21],8,1
CLF,1,0.48792884,[21],8,1
CLF,2,0.29860228,[21],8,1
CLF,3,0.4790343,[21],8,1
CLF,4,0.29987293,[21],8,1
EDN,0,0.52459013,[21],8,1
EDN,1,0.44080147,[21],8,1
EDN,2,0.571949,[21],8,1
EDN,3,0.38615665,[21],8,1
EDN,4,0.43715847,[21],8,1
LL,0,0.4472169,[21],8,1
LL,1,0.36084452,[21],8,1
LL,2,0.35892513,[21],8,1
LL,3,0.34932822,[21],8,1
LL,4,0.2591171,[21],8,1
UAL,0,0.3715221,[21],8,1
UAL,1,0.400982,[21],8,1
UAL,2,0.36988544,[21],8,1
UAL,3,0.36824876,[21],8,1
UAL,4,0.3747954,[21],8,1
CRK,0,0.4523507,[21],8,1
CRK,1,0.33418044,[21],8,1
CRK,2,0.33418044,[21],8,1
CRK,3,0.33418044,[21],8,1
CRK,4,0.433291,[21],8,1
ORN,0,0.4031008,[21],8,1
ORN,1,0.3468992,[21],8,1
ORN,2,0.45348838,[21],8,1
ORN,3,0.374031,[21],8,1
ORN,4,0.4883721,[21],8,1
BPI,0,0.4511111,[21],8,1
BPI,1,0.4377778,[21],8,1
BPI,2,0.36888888,[21],8,1
BPI,3,0.46444446,[21],8,1
BPI,4,0.36666667,[21],8,1
CLR,0,0.35531136,[21],8,1
CLR,1,0.5915751,[21],8,1
CLR,2,0.61904764,[21],8,1
CLR,3,0.5604396,[21],8,1
CLR,4,0.64835167,[21],8,1
HPR,0,0.51497006,[21],8,1
HPR,1,0.5479042,[21],8,1
HPR,2,0.502994,[21],8,1
HPR,3,0.45808384,[21],8,1
HPR,4,0.4535928,[21],8,1
PRO,0,0.4425926,[21],8,1
PRO,1,0.39814815,[21],8,1
PRO,2,0.40555555,[21],8,1
PRO,3,0.35740742,[21],8,1
PRO,4,0.5555556,[21],8,1
VG,0,0.3882353,[21],8,1
VG,1,0.36134455,[21],8,1
VG,2,0.36302522,[21],8,1
VG,3,0.35630253,[21],8,1
VG,4,0.35630253,[21],8,1
FSM,0,0.5804878,[21],8,1
FSM,1,0.56341463,[21],8,1
FSM,2,0.23658536,[21],8,1
FSM,3,0.53414637,[21],8,1
FSM,4,0.28780487,[21],8,1
CAI,0,0.46886447,[21],8,1
CAI,1,0.41208792,[21],8,1
CAI,2,0.36813188,[21],8,1
CAI,3,0.42673993,[21],8,1
CAI,4,0.50183153,[21],8,1
TROX,0,0.58536583,[21],8,1
TROX,1,0.4292683,[21],8,1
TROX,2,0.5682927,[21],8,1
TROX,3,0.38780487,[21],8,1
TROX,4,0.38780487,[21],8,1
OAS,0,0.65984654,[21],8,1
OAS,1,0.6086956,[21],8,1
OAS,2,0.30690536,[21],8,1
OAS,3,0.37340152,[21],8,1
OAS,4,0.30690536,[21],8,1
GFA,0,0.5063063,[21],8,1
GFA,1,0.4144144,[21],8,1
GFA,2,0.5045045,[21],8,1
GFA,3,0.51891893,[21],8,1
GFA,4,0.54774773,[21],8,1
BAS,0,0.27022654,[21],8,1
BAS,1,0.27022654,[21],8,1
BAS,2,0.2669903,[21],8,1
BAS,3,0.27346277,[21],8,1
BAS,4,0.27831715,[21],8,1
VRS,0,0.30476192,[21],8,1
VRS,1,0.29285714,[21],8,1
VRS,2,0.2904762,[21],8,1
VRS,3,0.29285714,[21],8,1
VRS,4,0.29285714,[21],8,1
PGTI,0,0.35932204,[21],8,1
PGTI,1,0.3457627,[21],8,1
PGTI,2,0.38813558,[21],8,1
PGTI,3,0.33898306,[21],8,1
PGTI,4,0.38135594,[21],8,1
DL,0,0.385567,[21],8,1
DL,1,0.385567,[21],8,1
DL,2,0.385567,[21],8,1
DL,3,0.39793813,[21],8,1
DL,4,0.385567,[21],8,1
CALX,0,0.50248754,[21],8,1
CALX,1,0.5522388,[21],8,1
CALX,2,0.51492536,[21],8,1
CALX,3,0.37064677,[21],8,1
CALX,4,0.38557214,[21],8,1
ATV,0,0.3120438,[21],8,1
ATV,1,0.31569344,[21],8,1
ATV,2,0.3211679,[21],8,1
ATV,3,0.34124088,[21],8,1
ATV,4,0.3120438,[21],8,1
CPE,0,0.31639135,[21],8,1
CPE,1,0.3202033,[21],8,1
CPE,2,0.38500634,[21],8,1
CPE,3,0.3202033,[21],8,1
CPE,4,0.39517152,[21],8,1
IO,0,0.27064803,[21],8,1
IO,1,0.3303685,[21],8,1
IO,2,0.27064803,[21],8,1
IO,3,0.27318934,[21],8,1
IO,4,0.407878,[21],8,1
PZN,0,0.50763357,[21],8,1
PZN,1,0.41030535,[21],8,1
PZN,2,0.34923664,[21],8,1
PZN,3,0.4980916,[21],8,1
PZN,4,0.45419848,[21],8,1
NOA,0,0.42982456,[21],8,1
NOA,1,0.49649122,[21],8,1
NOA,2,0.49649122,[21],8,1
NOA,3,0.35789475,[21],8,1
NOA,4,0.55614036,[21],8,1
HBM,0,0.702439,[21],8,1
HBM,1,0.6780488,[21],8,1
HBM,2,0.6414634,[21],8,1
HBM,3,0.6390244,[21],8,1
HBM,4,0.58536583,[21],8,1
LBRT,0,0.24175824,[21],8,1
LBRT,1,0.23516484,[21],8,1
LBRT,2,0.24175824,[21],8,1
LBRT,3,0.24175824,[21],8,1
LBRT,4,0.24175824,[21],8,1
DDD,0,0.25794154,[21],8,1
DDD,1,0.3011436,[21],8,1
DDD,2,0.34180433,[21],8,1
DDD,3,0.27191868,[21],8,1
DDD,4,0.27446,[21],8,1
TREC,0,0.5068493,[21],8,1
TREC,1,0.39726028,[21],8,1
TREC,2,0.5303327,[21],8,1
TREC,3,0.42465752,[21],8,1
TREC,4,0.39138943,[21],8,1
CDE,0,0.26683608,[21],8,1
CDE,1,0.26302415,[21],8,1
CDE,2,0.433291,[21],8,1
CDE,3,0.24650572,[21],8,1
CDE,4,0.4498094,[21],8,1
MXL,0,0.45024875,[21],8,1
MXL,1,0.5572139,[21],8,1
MXL,2,0.4353234,[21],8,1
MXL,3,0.43034825,[21],8,1
MXL,4,0.5099502,[21],8,1
CRD.B,0,0.41041932,[21],8,1
CRD.B,1,0.36340535,[21],8,1
CRD.B,2,0.35069886,[21],8,1
CRD.B,3,0.44218552,[21],8,1
CRD.B,4,0.42566708,[21],8,1
XIN,0,0.54545456,[21],8,1
XIN,1,0.4526112,[21],8,1
XIN,2,0.47195357,[21],8,1
XIN,3,0.589942,[21],8,1
XIN,4,0.52224374,[21],8,1
QEP,0,0.5989717,[21],8,1
QEP,1,0.5706941,[21],8,1
QEP,2,0.3856041,[21],8,1
QEP,3,0.62982005,[21],8,1
QEP,4,0.67609257,[21],8,1
ESTE,0,0.603912,[21],8,1
ESTE,1,0.56723714,[21],8,1
ESTE,2,0.603912,[21],8,1
ESTE,3,0.50611246,[21],8,1
ESTE,4,0.4767726,[21],8,1
EGHT,0,0.38246506,[21],8,1
EGHT,1,0.30622616,[21],8,1
EGHT,2,0.31639135,[21],8,1
EGHT,3,0.3494282,[21],8,1
EGHT,4,0.31130877,[21],8,1
TECK,0,0.56271183,[21],8,1
TECK,1,0.34067798,[21],8,1
TECK,2,0.58474576,[21],8,1
TECK,3,0.5067797,[21],8,1
TECK,4,0.5694915,[21],8,1
AG,0,0.597561,[21],8,1
AG,1,0.5731707,[21],8,1
AG,2,0.3682927,[21],8,1
AG,3,0.47804877,[21],8,1
AG,4,0.40487805,[21],8,1
HTZ,0,0.469352,[21],8,1
HTZ,1,0.34325746,[21],8,1
HTZ,2,0.47810858,[21],8,1
HTZ,3,0.34500876,[21],8,1
HTZ,4,0.39754817,[21],8,1
AGI,0,0.46341464,[21],8,1
AGI,1,0.44390243,[21],8,1
AGI,2,0.5731707,[21],8,1
AGI,3,0.41707316,[21],8,1
AGI,4,0.3707317,[21],8,1
BXC,0,0.3233533,[21],8,1
BXC,1,0.3233533,[21],8,1
BXC,2,0.3233533,[21],8,1
BXC,3,0.3218563,[21],8,1
BXC,4,0.3263473,[21],8,1
GOL,0,0.34537572,[21],8,1
GOL,1,0.4263006,[21],8,1
GOL,2,0.3150289,[21],8,1
GOL,3,0.46387282,[21],8,1
GOL,4,0.3916185,[21],8,1
FN,0,0.45501286,[21],8,1
FN,1,0.58354753,[21],8,1
FN,2,0.5501285,[21],8,1
FN,3,0.50642675,[21],8,1
FN,4,0.5526992,[21],8,1
LAC,0,0.42439026,[21],8,1
LAC,1,0.5121951,[21],8,1
LAC,2,0.32682925,[21],8,1
LAC,3,0.3804878,[21],8,1
LAC,4,0.43170732,[21],8,1
JKS,0,0.63544303,[21],8,1
JKS,1,0.67341775,[21],8,1
JKS,2,0.521519,[21],8,1
JKS,3,0.63037974,[21],8,1
JKS,4,0.22025317,[21],8,1
WTI,0,0.2839879,[22],8,1
WTI,1,0.2839879,[22],8,1
WTI,2,0.2839879,[22],8,1
WTI,3,0.2839879,[22],8,1
WTI,4,0.2839879,[22],8,1
CVI,0,0.3625954,[22],8,1
CVI,1,0.3625954,[22],8,1
CVI,2,0.3625954,[22],8,1
CVI,3,0.3625954,[22],8,1
CVI,4,0.3625954,[22],8,1
HIL,0,0.32542372,[22],8,1
HIL,1,0.32542372,[22],8,1
HIL,2,0.32542372,[22],8,1
HIL,3,0.32542372,[22],8,1
HIL,4,0.32542372,[22],8,1
REN,0,0.3208431,[22],8,1
REN,1,0.2974239,[22],8,1
REN,2,0.31615925,[22],8,1
REN,3,0.2997658,[22],8,1
REN,4,0.3091335,[22],8,1
CLF,0,0.30241424,[22],8,1
CLF,1,0.30241424,[22],8,1
CLF,2,0.30241424,[22],8,1
CLF,3,0.30241424,[22],8,1
CLF,4,0.30241424,[22],8,1
EDN,0,0.35154828,[22],8,1
EDN,1,0.35154828,[22],8,1
EDN,2,0.35154828,[22],8,1
EDN,3,0.35154828,[22],8,1
EDN,4,0.35154828,[22],8,1
LL,0,0.37044147,[22],8,1
LL,1,0.37044147,[22],8,1
LL,2,0.37044147,[22],8,1
LL,3,0.37044147,[22],8,1
LL,4,0.37044147,[22],8,1
UAL,0,0.3289689,[22],8,1
UAL,1,0.3289689,[22],8,1
UAL,2,0.3289689,[22],8,1
UAL,3,0.3289689,[22],8,1
UAL,4,0.3289689,[22],8,1
CRK,0,0.32655653,[22],8,1
CRK,1,0.32528588,[22],8,1
CRK,2,0.3202033,[22],8,1
CRK,3,0.32909784,[22],8,1
CRK,4,0.33163914,[22],8,1
ORN,0,0.3391473,[22],8,1
ORN,1,0.3391473,[22],8,1
ORN,2,0.3391473,[22],8,1
ORN,3,0.3391473,[22],8,1
ORN,4,0.3391473,[22],8,1
BPI,0,0.3888889,[22],8,1
BPI,1,0.3888889,[22],8,1
BPI,2,0.3888889,[22],8,1
BPI,3,0.3888889,[22],8,1
BPI,4,0.3888889,[22],8,1
CLR,0,0.33882785,[22],8,1
CLR,1,0.33882785,[22],8,1
CLR,2,0.33882785,[22],8,1
CLR,3,0.33882785,[22],8,1
CLR,4,0.33882785,[22],8,1
HPR,0,0.33982036,[22],8,1
HPR,1,0.33982036,[22],8,1
HPR,2,0.33982036,[22],8,1
HPR,3,0.33982036,[22],8,1
HPR,4,0.33982036,[22],8,1
PRO,0,0.37037036,[22],8,1
PRO,1,0.37037036,[22],8,1
PRO,2,0.37037036,[22],8,1
PRO,3,0.37037036,[22],8,1
PRO,4,0.37037036,[22],8,1
VG,0,0.3210084,[22],8,1
VG,1,0.3210084,[22],8,1
VG,2,0.3210084,[22],8,1
VG,3,0.3210084,[22],8,1
VG,4,0.3210084,[22],8,1
FSM,0,0.33170733,[22],8,1
FSM,1,0.33170733,[22],8,1
FSM,2,0.33170733,[22],8,1
FSM,3,0.33170733,[22],8,1
FSM,4,0.33170733,[22],8,1
CAI,0,0.33516484,[22],8,1
CAI,1,0.33516484,[22],8,1
CAI,2,0.33516484,[22],8,1
CAI,3,0.33516484,[22],8,1
CAI,4,0.33516484,[22],8,1
TROX,0,0.37560976,[22],8,1
TROX,1,0.37560976,[22],8,1
TROX,2,0.37560976,[22],8,1
TROX,3,0.37560976,[22],8,1
TROX,4,0.37560976,[22],8,1
OAS,0,0.29411766,[22],8,1
OAS,1,0.29411766,[22],8,1
OAS,2,0.29411766,[22],8,1
OAS,3,0.29411766,[22],8,1
